dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_features,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1,0.13739981651306152,0.0028548404396215835,0.008859777450561523,0.00034393628586692327,0.7796910002727693,3093,40,122,"{'model__max_features': 0.7796910002727693, 'model__min_samples_leaf': 3093, 'model__min_samples_split': 40, 'model__n_estimators': 122}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.1020960807800293,0.0007019144198734653,0.00803375244140625,0.00028012610452219484,0.15599452033620265,4427,12,88,"{'model__max_features': 0.15599452033620265, 'model__min_samples_leaf': 4427, 'model__min_samples_split': 12, 'model__n_estimators': 88}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.14653124809265136,0.0017443782328248243,0.008922243118286132,0.00024786202803034953,0.33370861113902184,2920,25,131,"{'model__max_features': 0.33370861113902184, 'model__min_samples_leaf': 2920, 'model__min_samples_split': 25, 'model__n_estimators': 131}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.700202465057373,0.008801621901782266,0.06768531799316406,0.001305628940040821,0.020584494295802447,770,25,1516,"{'model__max_features': 0.020584494295802447, 'model__min_samples_leaf': 770, 'model__min_samples_split': 25, 'model__n_estimators': 1516}",0.744,0.772,0.716,0.767,0.772,0.7542,0.021729242968865733,39
1,1.2045100212097168,0.0027360156220898827,0.04608860015869141,0.0003408764936051169,0.9385527090157502,2434,22,1185,"{'model__max_features': 0.9385527090157502, 'model__min_samples_leaf': 2434, 'model__min_samples_split': 22, 'model__n_estimators': 1185}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.8822462081909179,0.002452286570018918,0.034684944152832034,0.00033554205817244346,0.3042422429595377,4118,45,857,"{'model__max_features': 0.3042422429595377, 'model__min_samples_leaf': 4118, 'model__min_samples_split': 45, 'model__n_estimators': 857}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.2004457473754884,0.004544129561460151,0.06306777000427247,0.0005550122664524314,0.2912291401980419,1083,43,1500,"{'model__max_features': 0.2912291401980419, 'model__min_samples_leaf': 1083, 'model__min_samples_split': 43, 'model__n_estimators': 1500}",0.802,0.825,0.809,0.831,0.826,0.8186,0.011110355529864877,22
1,0.9873015403747558,0.008658044180588402,0.03815250396728516,0.00029654695703763086,0.9737555188414592,1807,48,958,"{'model__max_features': 0.9737555188414592, 'model__min_samples_leaf': 1807, 'model__min_samples_split': 48, 'model__n_estimators': 958}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.3067083358764648,0.005576280665251742,0.046982431411743165,0.00034354029492088083,0.19967378215835974,1268,58,1155,"{'model__max_features': 0.19967378215835974, 'model__min_samples_leaf': 1268, 'model__min_samples_split': 58, 'model__n_estimators': 1155}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.1032903671264647,0.033150764839667356,0.03781361579895019,0.0006894685311352639,0.8599404067363206,647,22,841,"{'model__max_features': 0.8599404067363206, 'model__min_samples_leaf': 647, 'model__min_samples_split': 22, 'model__n_estimators': 841}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,0.33534941673278806,0.002021580876521755,0.01576199531555176,0.0006773307194734764,0.06505159298527952,2436,26,316,"{'model__max_features': 0.06505159298527952, 'model__min_samples_leaf': 2436, 'model__min_samples_split': 26, 'model__n_estimators': 316}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.401638889312744,0.0050561374760603826,0.05247750282287598,0.0006440897855422439,0.5632882178455393,2042,10,1370,"{'model__max_features': 0.5632882178455393, 'model__min_samples_leaf': 2042, 'model__min_samples_split': 10, 'model__n_estimators': 1370}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.4231260776519776,0.00737368520731563,0.053545570373535155,0.00049048979018571,0.09767211400638387,1364,29,1391,"{'model__max_features': 0.09767211400638387, 'model__min_samples_leaf': 1364, 'model__min_samples_split': 29, 'model__n_estimators': 1391}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.012105417251587,0.007628194576610502,0.07238249778747559,0.0013302000452834928,0.6832635188254582,2557,9,1967,"{'model__max_features': 0.6832635188254582, 'model__min_samples_leaf': 2557, 'model__min_samples_split': 9, 'model__n_estimators': 1967}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.6209599018096923,0.010473072806941425,0.0606846809387207,0.002379365062328703,0.17336465350777208,3153,37,1586,"{'model__max_features': 0.17336465350777208, 'model__min_samples_leaf': 3153, 'model__min_samples_split': 37, 'model__n_estimators': 1586}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.5888523101806641,0.0015805042537508297,0.02479214668273926,0.0008415471957979043,0.662522284353982,3074,7,566,"{'model__max_features': 0.662522284353982, 'model__min_samples_leaf': 3074, 'model__min_samples_split': 7, 'model__n_estimators': 566}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.7541613578796387,0.006273624714067231,0.029965734481811522,0.000733035524041853,0.5467102793432796,1501,19,730,"{'model__max_features': 0.5467102793432796, 'model__min_samples_leaf': 1501, 'model__min_samples_split': 19, 'model__n_estimators': 730}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.28388175964355467,0.0012467630815487876,0.013929510116577148,0.0002867896089396356,0.44975413336976566,4298,37,270,"{'model__max_features': 0.44975413336976566, 'model__min_samples_leaf': 4298, 'model__min_samples_split': 37, 'model__n_estimators': 270}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.5231002807617187,0.011786344506827978,0.05639939308166504,0.0005567419727533145,0.7272719958564209,3343,9,1486,"{'model__max_features': 0.7272719958564209, 'model__min_samples_leaf': 3343, 'model__min_samples_split': 9, 'model__n_estimators': 1486}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.323236608505249,0.01585600233058064,0.07527346611022949,0.001057557453438695,0.1959828624191452,1017,41,1749,"{'model__max_features': 0.1959828624191452, 'model__min_samples_leaf': 1017, 'model__min_samples_split': 41, 'model__n_estimators': 1749}",0.82,0.833,0.816,0.841,0.83,0.828,0.009011104260855055,20
1,2.8505266666412354,0.03246549879760533,0.0631929874420166,0.0011112045962225,0.388677289689482,338,48,1077,"{'model__max_features': 0.388677289689482, 'model__min_samples_leaf': 338, 'model__min_samples_split': 48, 'model__n_estimators': 1077}",0.847,0.865,0.84,0.865,0.86,0.8554,0.010131140113531162,8
1,1.0991092205047608,0.010717127435509862,0.042214059829711915,0.000742272749352852,0.5867511656638482,4860,46,1065,"{'model__max_features': 0.5867511656638482, 'model__min_samples_leaf': 4860, 'model__min_samples_split': 46, 'model__n_estimators': 1065}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.9666285991668702,0.014452487745627355,0.07097597122192383,0.0005381017096003338,0.2962735057040824,3885,2,1881,"{'model__max_features': 0.2962735057040824, 'model__min_samples_leaf': 3885, 'model__min_samples_split': 2, 'model__n_estimators': 1881}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.5437363624572753,0.017611851344184786,0.057277870178222653,0.0026360380541851974,0.9868869366005173,2028,9,1496,"{'model__max_features': 0.9868869366005173, 'model__min_samples_leaf': 2028, 'model__min_samples_split': 9, 'model__n_estimators': 1496}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.512236499786377,0.0050237782954773,0.024627876281738282,0.0004664497369014867,0.014079822715084456,392,36,419,"{'model__max_features': 0.014079822715084456, 'model__min_samples_leaf': 392, 'model__min_samples_split': 36, 'model__n_estimators': 419}",0.82,0.835,0.824,0.839,0.824,0.8283999999999999,0.0072828565824132555,19
1,1.0545116901397704,0.011392956227497947,0.041210508346557616,0.0009915055473889765,0.7712703466859457,3562,40,1018,"{'model__max_features': 0.7712703466859457, 'model__min_samples_leaf': 3562, 'model__min_samples_split': 40, 'model__n_estimators': 1018}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.335810375213623,0.011168713895776691,0.05035343170166016,0.00031697979542826037,0.11586905952512971,201,9,780,"{'model__max_features': 0.11586905952512971, 'model__min_samples_leaf': 201, 'model__min_samples_split': 9, 'model__n_estimators': 780}",0.88,0.886,0.871,0.887,0.878,0.8804000000000001,0.0058172158288996,4
1,1.6564531803131104,0.0037926987670668603,0.0602938175201416,0.0005414489521846816,0.3308980248526492,4599,24,1598,"{'model__max_features': 0.3308980248526492, 'model__min_samples_leaf': 4599, 'model__min_samples_split': 24, 'model__n_estimators': 1598}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.77430419921875,0.01967070507509537,0.03238062858581543,0.004088809467097718,0.32518332202674705,2732,41,726,"{'model__max_features': 0.32518332202674705, 'model__min_samples_leaf': 2732, 'model__min_samples_split': 41, 'model__n_estimators': 726}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.0843720436096191,0.008581756280831578,0.04016599655151367,0.00044060552267784003,0.8872127425763265,2691,2,1029,"{'model__max_features': 0.8872127425763265, 'model__min_samples_leaf': 2691, 'model__min_samples_split': 2, 'model__n_estimators': 1029}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.8316658973693848,0.0030563857095369093,0.03284974098205566,0.00033210509621603033,0.5612771975694962,4494,40,795,"{'model__max_features': 0.5612771975694962, 'model__min_samples_leaf': 4494, 'model__min_samples_split': 40, 'model__n_estimators': 795}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.6636483669281006,0.0033983161997068845,0.060593366622924805,0.0004914636856502376,0.5227328293819941,1485,52,1599,"{'model__max_features': 0.5227328293819941, 'model__min_samples_leaf': 1485, 'model__min_samples_split': 52, 'model__n_estimators': 1599}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,6.75737566947937,0.01809162317266851,0.08822164535522461,0.001230337196388749,0.8957635956735194,564,33,1924,"{'model__max_features': 0.8957635956735194, 'model__min_samples_leaf': 564, 'model__min_samples_split': 33, 'model__n_estimators': 1924}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,0.5677330970764161,0.0010498307945295989,0.023816919326782225,0.0004152116773749394,0.907566473926093,1679,44,541,"{'model__max_features': 0.907566473926093, 'model__min_samples_leaf': 1679, 'model__min_samples_split': 44, 'model__n_estimators': 541}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.1534038543701173,0.003152551223869998,0.04307122230529785,0.00036188991838656607,0.22879816549162246,1723,52,1110,"{'model__max_features': 0.22879816549162246, 'model__min_samples_leaf': 1723, 'model__min_samples_split': 52, 'model__n_estimators': 1110}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.675241231918335,0.018837534587815414,0.06062579154968262,0.0007088723484557505,0.8804678390152577,2730,46,1598,"{'model__max_features': 0.8804678390152577, 'model__min_samples_leaf': 2730, 'model__min_samples_split': 46, 'model__n_estimators': 1598}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.0918167591094972,0.0035946446090583555,0.04126143455505371,0.0004977786434085091,0.6334037565104235,2694,29,1052,"{'model__max_features': 0.6334037565104235, 'model__min_samples_leaf': 2694, 'model__min_samples_split': 29, 'model__n_estimators': 1052}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.056745672225952,0.010722635816848064,0.07690286636352539,0.0049100104287454335,0.2184404372168336,1364,31,1982,"{'model__max_features': 0.2184404372168336, 'model__min_samples_leaf': 1364, 'model__min_samples_split': 31, 'model__n_estimators': 1982}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.4610517024993896,0.05286201516944523,0.052518796920776364,0.0004954526785670068,0.5393422419156507,1530,56,1372,"{'model__max_features': 0.5393422419156507, 'model__min_samples_leaf': 1530, 'model__min_samples_split': 56, 'model__n_estimators': 1372}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.475698184967041,0.009259224732880555,0.05364694595336914,0.00042752275599026925,0.3562978380769749,2238,34,1409,"{'model__max_features': 0.3562978380769749, 'model__min_samples_leaf': 2238, 'model__min_samples_split': 34, 'model__n_estimators': 1409}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.6627835273742676,0.004251711066536889,0.02684164047241211,0.0005163936619534241,0.22793516254194168,4030,58,628,"{'model__max_features': 0.22793516254194168, 'model__min_samples_leaf': 4030, 'model__min_samples_split': 58, 'model__n_estimators': 628}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.7512160778045655,0.003934788771455242,0.02945537567138672,0.0004563677235571548,0.352568856334169,1283,40,710,"{'model__max_features': 0.352568856334169, 'model__min_samples_leaf': 1283, 'model__min_samples_split': 40, 'model__n_estimators': 710}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.300300693511963,0.006391309728761855,0.04812397956848145,0.0003345520425542672,0.5107473025775657,4745,38,1249,"{'model__max_features': 0.5107473025775657, 'model__min_samples_leaf': 4745, 'model__min_samples_split': 38, 'model__n_estimators': 1249}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.0918994426727293,0.027327248376079607,0.07374010086059571,0.0006424266474406477,0.1198653673336828,4780,25,1999,"{'model__max_features': 0.1198653673336828, 'model__min_samples_leaf': 4780, 'model__min_samples_split': 25, 'model__n_estimators': 1999}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.5969043731689454,0.04528716550194562,0.05707020759582519,0.0008575942259773851,0.16829104217293056,3744,33,1496,"{'model__max_features': 0.16829104217293056, 'model__min_samples_leaf': 3744, 'model__min_samples_split': 33, 'model__n_estimators': 1496}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.4763037204742432,0.011596180250210999,0.020705270767211913,0.00141460380530277,0.7030189588951778,1854,50,442,"{'model__max_features': 0.7030189588951778, 'model__min_samples_leaf': 1854, 'model__min_samples_split': 50, 'model__n_estimators': 442}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.4688685417175293,0.009102657442280771,0.05354905128479004,0.00047090166967283506,0.9624472949421112,3582,40,1410,"{'model__max_features': 0.9624472949421112, 'model__min_samples_leaf': 3582, 'model__min_samples_split': 40, 'model__n_estimators': 1410}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.9955722332000733,0.0027933617893820518,0.038130664825439455,0.0005245492580710098,0.712270589924442,1637,50,952,"{'model__max_features': 0.712270589924442, 'model__min_samples_leaf': 1637, 'model__min_samples_split': 50, 'model__n_estimators': 952}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.6752249240875244,0.004249837755170936,0.027783584594726563,0.001881800961951596,0.036886947354532795,2161,3,642,"{'model__max_features': 0.036886947354532795, 'model__min_samples_leaf': 2161, 'model__min_samples_split': 3, 'model__n_estimators': 642}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.9093837261199953,0.021764763273997855,0.07136526107788085,0.000857369263109386,0.4110370133182313,855,38,1760,"{'model__max_features': 0.4110370133182313, 'model__min_samples_leaf': 855, 'model__min_samples_split': 38, 'model__n_estimators': 1760}",0.796,0.826,0.809,0.824,0.826,0.8161999999999999,0.0119398492452794,24
1,1.1271329879760743,0.0025810624387096106,0.04280786514282227,0.00013614986011620348,0.9082658859666537,3475,3,1077,"{'model__max_features': 0.9082658859666537, 'model__min_samples_leaf': 3475, 'model__min_samples_split': 3, 'model__n_estimators': 1077}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.2706589221954346,0.0025672183931603823,0.013183498382568359,0.00035636161428186065,0.489452760277563,1734,33,247,"{'model__max_features': 0.489452760277563, 'model__min_samples_leaf': 1734, 'model__min_samples_split': 33, 'model__n_estimators': 247}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.5662263870239258,0.004395099652700125,0.011685609817504883,0.0005177622275580087,0.6721355474058786,203,57,123,"{'model__max_features': 0.6721355474058786, 'model__min_samples_leaf': 203, 'model__min_samples_split': 57, 'model__n_estimators': 123}",0.843,0.851,0.844,0.851,0.846,0.8469999999999999,0.0034058772731852833,11
1,1.9390984058380127,0.0074082278368595685,0.06944727897644043,0.001036744707244764,0.24215993827742588,4390,25,1861,"{'model__max_features': 0.24215993827742588, 'model__min_samples_leaf': 4390, 'model__min_samples_split': 25, 'model__n_estimators': 1861}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,8.39880337715149,0.03617620098841767,0.1185697078704834,0.001977787142075008,0.6323058305935795,198,23,1931,"{'model__max_features': 0.6323058305935795, 'model__min_samples_leaf': 198, 'model__min_samples_split': 23, 'model__n_estimators': 1931}",0.842,0.856,0.846,0.846,0.854,0.8488,0.005306599664568644,10
1,3.816963052749634,0.032650882366384505,0.05536656379699707,0.0005954530699653889,0.8164318732193839,609,10,1148,"{'model__max_features': 0.8164318732193839, 'model__min_samples_leaf': 609, 'model__min_samples_split': 10, 'model__n_estimators': 1148}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,1.8613928318023683,0.015384989282429123,0.06770625114440917,0.0006122649569821955,0.5081987767407187,2512,30,1795,"{'model__max_features': 0.5081987767407187, 'model__min_samples_leaf': 2512, 'model__min_samples_split': 30, 'model__n_estimators': 1795}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.5838573455810547,0.015423501728360125,0.059285211563110354,0.0017536054532139077,0.5908929431882418,1370,4,1535,"{'model__max_features': 0.5908929431882418, 'model__min_samples_leaf': 1370, 'model__min_samples_split': 4, 'model__n_estimators': 1535}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.8923233032226563,0.009264841430553176,0.06867461204528809,0.0009407471266529872,0.22649577519793795,2912,8,1844,"{'model__max_features': 0.22649577519793795, 'model__min_samples_leaf': 2912, 'model__min_samples_split': 8, 'model__n_estimators': 1844}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.3533036708831787,0.002099594043858342,0.016660737991333007,0.0005595380691965151,0.940523264489604,1960,40,338,"{'model__max_features': 0.940523264489604, 'model__min_samples_leaf': 1960, 'model__min_samples_split': 40, 'model__n_estimators': 338}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.0019470691680907,0.006724397086453772,0.07330422401428223,0.0008643296436353196,0.837710105907328,1803,29,1977,"{'model__max_features': 0.837710105907328, 'model__min_samples_leaf': 1803, 'model__min_samples_split': 29, 'model__n_estimators': 1977}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.6583068370819092,0.007685598072163842,0.06066107749938965,0.0009421794507018325,0.11347352124058907,4062,43,1635,"{'model__max_features': 0.11347352124058907, 'model__min_samples_leaf': 4062, 'model__min_samples_split': 43, 'model__n_estimators': 1635}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.53930983543396,0.018954339873971493,0.07768564224243164,0.00048288443220557444,0.22855002179729966,624,58,1596,"{'model__max_features': 0.22855002179729966, 'model__min_samples_leaf': 624, 'model__min_samples_split': 58, 'model__n_estimators': 1596}",0.856,0.877,0.844,0.863,0.861,0.8602000000000001,0.010684568311354474,6
1,1.0788866996765136,0.0038906325450782106,0.04163403511047363,0.000663888551083016,0.260829174830409,3724,6,1061,"{'model__max_features': 0.260829174830409, 'model__min_samples_leaf': 3724, 'model__min_samples_split': 6, 'model__n_estimators': 1061}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.1417470932006837,0.0067117052187135795,0.04399838447570801,0.0006339245527428788,0.8826363431893397,2057,42,1123,"{'model__max_features': 0.8826363431893397, 'model__min_samples_leaf': 2057, 'model__min_samples_split': 42, 'model__n_estimators': 1123}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.4236402988433838,0.005253599286338779,0.019029808044433594,0.0006214529135761435,0.7003578299727713,2256,4,404,"{'model__max_features': 0.7003578299727713, 'model__min_samples_leaf': 2256, 'model__min_samples_split': 4, 'model__n_estimators': 404}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.9983078956604003,0.02929048124214652,0.0740274429321289,0.00410925552415489,0.8870864242651173,3192,34,1944,"{'model__max_features': 0.8870864242651173, 'model__min_samples_leaf': 3192, 'model__min_samples_split': 34, 'model__n_estimators': 1944}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.479963779449463,0.012420130220766325,0.054941654205322266,0.00042326396024474977,0.8509284487675127,1649,9,1444,"{'model__max_features': 0.8509284487675127, 'model__min_samples_leaf': 1649, 'model__min_samples_split': 9, 'model__n_estimators': 1444}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.1575202465057373,0.0075967719733912725,0.0444305419921875,0.0002631494625835055,0.8985541885270792,3924,36,1136,"{'model__max_features': 0.8985541885270792, 'model__min_samples_leaf': 3924, 'model__min_samples_split': 36, 'model__n_estimators': 1136}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,3.073730707168579,0.009549624517385743,0.1255868434906006,0.0005076084542286911,0.1014715428660321,99,26,1885,"{'model__max_features': 0.1014715428660321, 'model__min_samples_leaf': 99, 'model__min_samples_split': 26, 'model__n_estimators': 1885}",0.89,0.891,0.884,0.896,0.885,0.8892,0.004354308211415452,2
1,1.7594450950622558,0.008340612641213753,0.06417112350463867,0.00029954534544678724,0.2839209747374657,4974,19,1730,"{'model__max_features': 0.2839209747374657, 'model__min_samples_leaf': 4974, 'model__min_samples_split': 19, 'model__n_estimators': 1730}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.1759768009185791,0.0031004914280847195,0.009907865524291992,0.000603117138128203,0.6918951976926933,3792,42,161,"{'model__max_features': 0.6918951976926933, 'model__min_samples_leaf': 3792, 'model__min_samples_split': 42, 'model__n_estimators': 161}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.8472623348236084,0.004263300426786451,0.03356657028198242,0.00037092367186517135,0.018075363615520867,4494,22,816,"{'model__max_features': 0.018075363615520867, 'model__min_samples_leaf': 4494, 'model__min_samples_split': 22, 'model__n_estimators': 816}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.3111411571502685,0.011955568323195838,0.029114484786987305,0.0006143536526145861,0.7464914051180241,1219,18,640,"{'model__max_features': 0.7464914051180241, 'model__min_samples_leaf': 1219, 'model__min_samples_split': 18, 'model__n_estimators': 640}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,0.4952277183532715,0.007280274366548865,0.02114863395690918,0.00031968858714870893,0.5683086033354716,4556,52,470,"{'model__max_features': 0.5683086033354716, 'model__min_samples_leaf': 4556, 'model__min_samples_split': 52, 'model__n_estimators': 470}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.24580707550048828,0.0015098173830528445,0.012830686569213868,0.0002819920939173895,0.26520236768172545,1694,39,230,"{'model__max_features': 0.26520236768172545, 'model__min_samples_leaf': 1694, 'model__min_samples_split': 39, 'model__n_estimators': 230}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.3655159950256348,0.04422645955994811,0.05034651756286621,0.00032269063263676463,0.3930977246667604,2486,9,1307,"{'model__max_features': 0.3930977246667604, 'model__min_samples_leaf': 2486, 'model__min_samples_split': 9, 'model__n_estimators': 1307}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.30071773529052737,0.0018254791286188951,0.014713621139526368,0.0005446972575719238,0.43439436551042865,4894,34,284,"{'model__max_features': 0.43439436551042865, 'model__min_samples_leaf': 4894, 'model__min_samples_split': 34, 'model__n_estimators': 284}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.6785972595214844,0.00388611391242492,0.027627325057983397,0.00035513852630424336,0.6689240596630996,4549,49,659,"{'model__max_features': 0.6689240596630996, 'model__min_samples_leaf': 4549, 'model__min_samples_split': 49, 'model__n_estimators': 659}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.2329680442810058,0.0035513593281302977,0.047987937927246094,0.0029939484055063015,0.5720041992091831,3121,18,1196,"{'model__max_features': 0.5720041992091831, 'model__min_samples_leaf': 3121, 'model__min_samples_split': 18, 'model__n_estimators': 1196}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.424318552017212,0.008235625633336784,0.05359067916870117,0.000565884628618271,0.9404585843529143,2525,47,1397,"{'model__max_features': 0.9404585843529143, 'model__min_samples_leaf': 2525, 'model__min_samples_split': 47, 'model__n_estimators': 1397}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,3.1490025520324707,0.014787631525742445,0.056683826446533206,0.0007326126377956839,0.883494022266259,1061,25,1373,"{'model__max_features': 0.883494022266259, 'model__min_samples_leaf': 1061, 'model__min_samples_split': 25, 'model__n_estimators': 1373}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,1.1591774940490722,0.008598357623303122,0.04387178421020508,0.0003166718828043373,0.42818414831731433,4277,32,1123,"{'model__max_features': 0.42818414831731433, 'model__min_samples_leaf': 4277, 'model__min_samples_split': 32, 'model__n_estimators': 1123}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,2.2295602798461913,0.005181621101825367,0.03989696502685547,0.00047906258548681446,0.9803315837160457,1140,22,928,"{'model__max_features': 0.9803315837160457, 'model__min_samples_leaf': 1140, 'model__min_samples_split': 22, 'model__n_estimators': 928}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,0.1422356605529785,0.0006880199167613061,0.009413719177246094,0.0004557316601651669,0.8511366715168569,3328,4,128,"{'model__max_features': 0.8511366715168569, 'model__min_samples_leaf': 3328, 'model__min_samples_split': 4, 'model__n_estimators': 128}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,3.913007116317749,0.0662796136625848,0.09510602951049804,0.000883123331151859,0.3726868670940493,570,4,1896,"{'model__max_features': 0.3726868670940493, 'model__min_samples_leaf': 570, 'model__min_samples_split': 4, 'model__n_estimators': 1896}",0.846,0.857,0.84,0.852,0.855,0.85,0.0062289646009589805,9
1,2.0074604034423826,0.005545817400641842,0.0732954502105713,0.000672723877214012,0.0704161308495439,4722,33,1967,"{'model__max_features': 0.0704161308495439, 'model__min_samples_leaf': 4722, 'model__min_samples_split': 33, 'model__n_estimators': 1967}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,0.5095464706420898,0.001367994818097892,0.02195568084716797,0.00023135632786950132,0.9900538501042633,3010,28,490,"{'model__max_features': 0.9900538501042633, 'model__min_samples_leaf': 3010, 'model__min_samples_split': 28, 'model__n_estimators': 490}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,4.610844612121582,0.018333406125017854,0.07743172645568848,0.0009090655671453419,0.8773730719279554,785,41,1953,"{'model__max_features': 0.8773730719279554, 'model__min_samples_leaf': 785, 'model__min_samples_split': 41, 'model__n_estimators': 1953}",0.786,0.796,0.782,0.776,0.8,0.7879999999999999,0.00885437744847147,28
1,1.0965002059936524,0.004191116890427703,0.04171242713928223,0.0004295042934989512,0.13662133144202881,4342,49,1063,"{'model__max_features': 0.13662133144202881, 'model__min_samples_leaf': 4342, 'model__min_samples_split': 49, 'model__n_estimators': 1063}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
1,1.9298734188079834,0.009539132652624478,0.07141828536987305,0.0005340763923205784,0.29359184426449336,2807,27,1891,"{'model__max_features': 0.29359184426449336, 'model__min_samples_leaf': 2807, 'model__min_samples_split': 27, 'model__n_estimators': 1891}",0.561,0.561,0.561,0.561,0.561,0.561,0.0,41
