dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_features,param_model__max_samples,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.8884560585021974,0.09930765747504393,0.1321417808532715,0.01773816824860976,0.4038361710580408,0.1584030223980834,4660,1292,"{'model__max_features': 0.4038361710580408, 'model__max_samples': 0.1584030223980834, 'model__min_samples_leaf': 4660, 'model__n_estimators': 1292}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,4.200389099121094,0.8496576357659428,0.1345306396484375,0.005588053726419514,0.25178229582536416,0.547523655303147,1637,1649,"{'model__max_features': 0.25178229582536416, 'model__max_samples': 0.547523655303147, 'model__min_samples_leaf': 1637, 'model__n_estimators': 1649}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,1.8279805660247803,0.5328188807339755,0.06709818840026856,0.012197514416728348,0.9977404850489419,0.3401029128477565,4098,642,"{'model__max_features': 0.9977404850489419, 'model__max_samples': 0.3401029128477565, 'model__min_samples_leaf': 4098, 'model__n_estimators': 642}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.9519248962402345,1.0025786096177949,0.14774255752563475,0.02141368962763089,0.4110370133182313,0.12974565961049356,3475,1662,"{'model__max_features': 0.4110370133182313, 'model__max_samples': 0.12974565961049356, 'model__min_samples_leaf': 3475, 'model__n_estimators': 1662}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.600296640396118,0.7407258790402429,0.12646069526672363,0.016416383528098488,0.1448948720912231,0.5405074842498068,1734,1440,"{'model__max_features': 0.1448948720912231, 'model__max_samples': 0.5405074842498068, 'model__min_samples_leaf': 1734, 'model__n_estimators': 1440}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.306675386428833,0.03294317805668196,0.022662878036499023,0.004596465629089923,0.5926967238793935,0.17276799369944373,3256,123,"{'model__max_features': 0.5926967238793935, 'model__max_samples': 0.17276799369944373, 'model__min_samples_leaf': 3256, 'model__n_estimators': 123}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.696577215194702,0.2141962591281739,0.13143157958984375,0.006387597111442961,0.24215993827742588,0.8228257807419063,2932,1634,"{'model__max_features': 0.24215993827742588, 'model__max_samples': 0.8228257807419063, 'model__min_samples_leaf': 2932, 'model__n_estimators': 1634}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,4.04603123664856,0.27932803580506316,0.11492557525634765,0.004541600588084942,0.6335297107608947,0.5821972156672827,609,1225,"{'model__max_features': 0.6335297107608947, 'model__max_samples': 0.5821972156672827, 'model__min_samples_leaf': 609, 'model__n_estimators': 1225}",0.793018168442857,0.8098024411727697,0.7993969664411341,0.797901481933192,0.8090716380637105,0.8018381392107325,0.006557470407963167,17
0,1.6798380374908448,0.2835376493769319,0.06284604072570801,0.0067247549292499785,0.32078006497173583,0.2678666593598688,1795,660,"{'model__max_features': 0.32078006497173583, 'model__max_samples': 0.2678666593598688, 'model__min_samples_leaf': 1795, 'model__n_estimators': 660}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,4.218242597579956,0.2012342092975244,0.16615009307861328,0.004005594911559982,0.32595890520188475,0.29821694280899347,1370,1987,"{'model__max_features': 0.32595890520188475, 'model__max_samples': 0.29821694280899347, 'model__min_samples_leaf': 1370, 'model__n_estimators': 1987}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,4.3857168674469,0.3741888287266376,0.22500901222229003,0.09897037725698923,0.8095010461397154,0.4137993885625565,1735,1844,"{'model__max_features': 0.8095010461397154, 'model__max_samples': 0.4137993885625565, 'model__min_samples_leaf': 1735, 'model__n_estimators': 1844}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,1.8853285789489747,0.04574770274456296,0.08806433677673339,0.012133096881758294,0.940523264489604,0.4578148189787701,2386,872,"{'model__max_features': 0.940523264489604, 'model__max_samples': 0.4578148189787701, 'model__min_samples_leaf': 2386, 'model__n_estimators': 872}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.776478099822998,0.7326816981133841,0.17035341262817383,0.042786376111693315,0.13752094414599325,0.4069597159452327,4062,1322,"{'model__max_features': 0.13752094414599325, 'model__max_samples': 0.4069597159452327, 'model__min_samples_leaf': 4062, 'model__n_estimators': 1322}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.7976683139801026,0.7113712387357419,0.12543540000915526,0.0188950647418084,0.2579416277151556,0.6939856414307611,624,1017,"{'model__max_features': 0.2579416277151556, 'model__max_samples': 0.6939856414307611, 'model__min_samples_leaf': 624, 'model__n_estimators': 1017}",0.806608202417942,0.8211323092410295,0.8189882974707435,0.8075713138000793,0.8282467501040547,0.8165093746067698,0.008284982902328144,13
0,1.335318660736084,0.10559662095650778,0.06424622535705567,0.013575056519154992,0.5166358912710143,0.3347462573473681,3724,453,"{'model__max_features': 0.5166358912710143, 'model__max_samples': 0.3347462573473681, 'model__min_samples_leaf': 3724, 'model__n_estimators': 453}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.524469089508057,0.3178042563381642,0.10974116325378418,0.004490795035390333,0.9004180571633305,0.6697913115459412,2057,1257,"{'model__max_features': 0.9004180571633305, 'model__max_samples': 0.6697913115459412, 'model__min_samples_leaf': 2057, 'model__n_estimators': 1257}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,1.287334966659546,0.3297697532173995,0.04263205528259277,0.0029561936036118382,0.3492095746126609,0.7533601109832154,1155,404,"{'model__max_features': 0.3492095746126609, 'model__max_samples': 0.7533601109832154, 'model__min_samples_leaf': 1155, 'model__n_estimators': 404}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,1.6345543384552002,0.3317803832739929,0.060687255859375,0.003705903300757996,0.8870864242651173,0.8018879912718615,3992,628,"{'model__max_features': 0.8870864242651173, 'model__max_samples': 0.8018879912718615, 'model__min_samples_leaf': 3992, 'model__n_estimators': 628}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.39776220321655276,0.18065555607410483,0.04121279716491699,0.03819102867688713,0.08413996499504883,0.2454658426851524,1446,104,"{'model__max_features': 0.08413996499504883, 'model__max_samples': 0.2454658426851524, 'model__min_samples_leaf': 1446, 'model__n_estimators': 104}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.6938479423522947,0.4658003976060603,0.12952299118041993,0.007289769390621662,0.6064290596595899,0.10827734645496669,2558,1497,"{'model__max_features': 0.6064290596595899, 'model__max_samples': 0.10827734645496669, 'model__min_samples_leaf': 2558, 'model__n_estimators': 1497}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.9144511222839355,0.20304878705950896,0.04421839714050293,0.005425998157385543,0.6635017691080558,0.10455542546159682,4974,338,"{'model__max_features': 0.6635017691080558, 'model__max_samples': 0.10455542546159682, 'model__min_samples_leaf': 4974, 'model__n_estimators': 338}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.527844524383545,0.022268270687869778,0.14380407333374023,0.005101986545743808,0.4856137535862266,0.5035817286876226,957,1705,"{'model__max_features': 0.4856137535862266, 'model__max_samples': 0.5035817286876226, 'model__min_samples_leaf': 957, 'model__n_estimators': 1705}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,2.9610788822174072,0.21385759588911685,0.11156768798828125,0.006064689858783585,0.17592525267734538,0.11626782725396878,4494,1301,"{'model__max_features': 0.17592525267734538, 'model__max_samples': 0.11626782725396878, 'model__min_samples_leaf': 4494, 'model__n_estimators': 1301}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.8896565914154053,0.01252937010877406,0.04095277786254883,0.002047436005999565,0.1788227092213288,0.42982190612457394,1219,401,"{'model__max_features': 0.1788227092213288, 'model__max_samples': 0.42982190612457394, 'model__min_samples_leaf': 1219, 'model__n_estimators': 401}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,4.182966947555542,0.1372682415732138,0.1607607364654541,0.004436840111336294,0.3080607918523892,0.5882862074994094,955,1907,"{'model__max_features': 0.3080607918523892, 'model__max_samples': 0.5882862074994094, 'model__min_samples_leaf': 955, 'model__n_estimators': 1907}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.11258411407470703,0.003676969660069386,0.015611743927001953,0.001614091502685292,0.6363326181858954,0.3254156367450257,1694,38,"{'model__max_features': 0.6363326181858954, 'model__max_samples': 0.3254156367450257, 'model__min_samples_leaf': 1694, 'model__n_estimators': 38}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.09923133850097657,0.014448703392813941,0.017643165588378907,0.006111382355260376,0.978892858275009,0.5380679376635096,3355,27,"{'model__max_features': 0.978892858275009, 'model__max_samples': 0.5380679376635096, 'model__min_samples_leaf': 3355, 'model__n_estimators': 27}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.232882785797119,0.09842332967856021,0.12949872016906738,0.0073255595439657975,0.7948113035416484,0.5523733837946729,960,1505,"{'model__max_features': 0.7948113035416484, 'model__max_samples': 0.5523733837946729, 'model__min_samples_leaf': 960, 'model__n_estimators': 1505}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.358287048339844,0.13315224923652094,0.13433704376220704,0.008143493529146461,0.1952429877980445,0.7502069037353548,4755,1540,"{'model__max_features': 0.1952429877980445, 'model__max_samples': 0.7502069037353548, 'model__min_samples_leaf': 4755, 'model__n_estimators': 1540}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.1357805252075197,0.11096565264055719,0.14497065544128418,0.005651464767638413,0.02431596643145384,0.680925066316451,17,1196,"{'model__max_features': 0.02431596643145384, 'model__max_samples': 0.680925066316451, 'model__min_samples_leaf': 17, 'model__n_estimators': 1196}",0.8678165926184047,0.8824616933337205,0.8662485117751256,0.8500643687506655,0.8642738914539593,0.866173011586375,0.010306534269476402,1
0,1.1168476581573485,0.03818059054956334,0.05238842964172363,0.003466143810106987,0.9404585843529143,0.9585357193023286,3445,518,"{'model__max_features': 0.9404585843529143, 'model__max_samples': 0.9585357193023286, 'model__min_samples_leaf': 3445, 'model__n_estimators': 518}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,2.9675528049468993,0.07215586472821565,0.121181058883667,0.003817241420527043,0.3701587002554444,0.11391095487598069,2328,1373,"{'model__max_features': 0.3701587002554444, 'model__max_samples': 0.11391095487598069, 'model__min_samples_leaf': 2328, 'model__n_estimators': 1373}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,1.5893574714660645,0.052894280747361834,0.07563934326171876,0.005396428709112962,0.42818414831731433,0.9699893371393026,3171,700,"{'model__max_features': 0.42818414831731433, 'model__max_samples': 0.9699893371393026, 'model__min_samples_leaf': 3171, 'model__n_estimators': 700}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,2.110987091064453,0.09668898933200583,0.08661999702453613,0.005759785027860136,0.8530094554673601,0.36500400286262713,981,928,"{'model__max_features': 0.8530094554673601, 'model__max_samples': 0.36500400286262713, 'model__min_samples_leaf': 981, 'model__n_estimators': 928}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,0.13735733032226563,0.006509184398910997,0.016664648056030275,0.00415354073369141,0.8511366715168569,0.38522980464064993,128,18,"{'model__max_features': 0.8511366715168569, 'model__max_samples': 0.38522980464064993, 'model__min_samples_leaf': 128, 'model__n_estimators': 18}",0.8581806390413411,0.8463909941826137,0.8582338763539217,0.818857624067137,0.8481284664750124,0.8459583200240051,0.014418174844712084,5
0,6.309964561462403,0.4065049888449458,0.14129652976989746,0.009175823211605295,0.5568012624583502,0.9425392967447028,570,1347,"{'model__max_features': 0.5568012624583502, 'model__max_samples': 0.9425392967447028, 'model__min_samples_leaf': 570, 'model__n_estimators': 1347}",0.8312861166768303,0.8232618017442479,0.8252267425540359,0.804643261608154,0.8368808742534677,0.8242597593673471,0.010912380109274512,11
0,1.8882462978363037,0.0881907350222412,0.08300671577453614,0.0066437583974670285,0.570061170089365,0.1874588443936917,4015,854,"{'model__max_features': 0.570061170089365, 'model__max_samples': 0.1874588443936917, 'model__min_samples_leaf': 4015, 'model__n_estimators': 854}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.2653456211090086,0.3877060540519231,0.12251672744750977,0.002741971212918952,0.3586467812961639,0.3287472841627649,2538,1410,"{'model__max_features': 0.3586467812961639, 'model__max_samples': 0.3287472841627649, 'model__min_samples_leaf': 2538, 'model__n_estimators': 1410}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,3.0372432708740233,0.34843303369781436,0.13053975105285645,0.015572079780485767,0.3225507642386005,0.8638028154322069,4342,1200,"{'model__max_features': 0.3225507642386005, 'model__max_samples': 0.8638028154322069, 'model__min_samples_leaf': 4342, 'model__n_estimators': 1200}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
0,5.661547565460205,0.42748486311283285,0.17728333473205565,0.013989671135479373,0.5528199769079077,0.36685912928301867,538,1891,"{'model__max_features': 0.5528199769079077, 'model__max_samples': 0.36685912928301867, 'model__min_samples_leaf': 538, 'model__n_estimators': 1891}",0.7893544733861835,0.7862328309666927,0.7995953964243885,0.7624938293114965,0.806937305804803,0.7889227671787129,0.015128380619154433,19
0,5.115061044692993,0.7938846065311056,0.2048487663269043,0.08379264213191517,0.25620694359445806,0.6503623397791125,2951,1849,"{'model__max_features': 0.25620694359445806, 'model__max_samples': 0.6503623397791125, 'model__min_samples_leaf': 2951, 'model__n_estimators': 1849}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,25
