dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,params_str
2,0.05083036422729492,0.004082655976223365,0.009714412689208984,0.0034476947990318106,gini,17,26,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 26, 'model__min_samples_split': 58}",0.8615152307111537,0.8636447232143722,0.8453359274423827,0.8293792529353119,0.8670035136626303,0.8533757295931702,0.014127204378083569,120,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 26, 'model__min_samples_split': 58}"
2,0.055373859405517575,0.004851795110718418,0.012734746932983399,0.0016865246876116176,gini,17,25,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 25, 'model__min_samples_split': 58}",0.8601213810726833,0.8634317739640504,0.8523874514814492,0.8232472824771806,0.8597003223277289,0.8517776422646184,0.01471433939549378,161,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 25, 'model__min_samples_split': 58}"
2,0.04228000640869141,0.004648004811792286,0.010257101058959961,0.0018741283192165797,gini,17,60,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58}",0.8813388700138416,0.8661710756840995,0.8481284664750124,0.8437242887979015,0.843816244155995,0.85663578902537,0.014863283673164498,83,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58}"
2,0.048395395278930664,0.0047708993863436215,0.008593988418579102,0.002019425071160773,gini,17,60,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58}",0.8813388700138416,0.8661710756840995,0.8482155820774168,0.8419335791929223,0.843816244155995,0.8562950702248552,0.015178794715942428,91,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58}"
2,0.05941286087036133,0.01867759963949926,0.012928295135498046,0.008380922150647464,gini,17,60,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58}",0.8813388700138416,0.8661710756840995,0.8481284664750124,0.844111469253032,0.8470395214449575,0.8573578805741885,0.014282004727440952,71,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 60, 'model__min_samples_split': 58}"
2,0.05104217529296875,0.006518117891298305,0.012753820419311524,0.0022235132177913343,gini,17,45,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 45, 'model__min_samples_split': 58}",0.8713157359816477,0.871035030151678,0.8543281935127915,0.8320362788086457,0.8305262750336362,0.85184830269768,0.01789081597804038,160,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 45, 'model__min_samples_split': 58}"
2,0.05260443687438965,0.005895209269578909,0.010125970840454102,0.0021752038157089905,gini,17,41,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 41, 'model__min_samples_split': 58}",0.8746696866742167,0.8676617204363524,0.8413818470443613,0.833430128447116,0.8334543272255616,0.8501195419655216,0.01756730400017569,191,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 41, 'model__min_samples_split': 58}"
2,0.056943511962890624,0.0056915471576661466,0.01102604866027832,0.002921078478205631,gini,17,29,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 29, 'model__min_samples_split': 58}",0.8704784582474274,0.8679279069992547,0.8544346681379522,0.8380811336643725,0.8614377946201276,0.858471992333827,0.011614238098437518,61,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 29, 'model__min_samples_split': 58}"
2,0.05957841873168945,0.006881712167265464,0.009943485260009766,0.00258480580381513,gini,17,15,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 15, 'model__min_samples_split': 58}",0.8582532353766781,0.8909264260340137,0.8429354086205729,0.8581080427060042,0.8467007385467182,0.8593847702567974,0.016907114551299833,53,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 15, 'model__min_samples_split': 58}"
2,0.05455317497253418,0.006132174302958342,0.013079309463500976,0.0038643423463363747,gini,17,45,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 45, 'model__min_samples_split': 58}",0.8723320846763656,0.8737307740705249,0.854124923773848,0.8319685222289979,0.8332268587081724,0.8530766326915817,0.018099893678836493,124,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 45, 'model__min_samples_split': 58}"
