dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_impurity_decrease,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.04583539962768555,0.005496387464364602,0.014256477355957031,0.002891066352387489,11,0.11706701642760586,12,10,"{'model__max_depth': 11, 'model__min_impurity_decrease': 0.11706701642760586, 'model__min_samples_leaf': 12, 'model__min_samples_split': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04598293304443359,0.0017835434891389737,0.013427257537841797,0.0034067086900818433,10,0.8369638742373738,17,39,"{'model__max_depth': 10, 'model__min_impurity_decrease': 0.8369638742373738, 'model__min_samples_leaf': 17, 'model__min_samples_split': 39}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04514875411987305,0.0036786236743008537,0.012584877014160157,0.003125101966516841,7,0.4260914750469411,40,43,"{'model__max_depth': 7, 'model__min_impurity_decrease': 0.4260914750469411, 'model__min_samples_leaf': 40, 'model__min_samples_split': 43}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04435319900512695,0.010304768000505326,0.014430665969848632,0.005442087170590417,9,0.8218600592903562,58,3,"{'model__max_depth': 9, 'model__min_impurity_decrease': 0.8218600592903562, 'model__min_samples_leaf': 58, 'model__min_samples_split': 3}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.03976893424987793,0.006366188157419358,0.013277578353881835,0.0013062532969565148,5,0.5133261686923929,38,20,"{'model__max_depth': 5, 'model__min_impurity_decrease': 0.5133261686923929, 'model__min_samples_leaf': 38, 'model__min_samples_split': 20}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04086990356445312,0.005509958545583769,0.014122295379638671,0.0021683571179659635,8,0.3742707957561203,1,23,"{'model__max_depth': 8, 'model__min_impurity_decrease': 0.3742707957561203, 'model__min_samples_leaf': 1, 'model__min_samples_split': 23}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04373226165771484,0.004629572007127312,0.015111827850341797,0.003136619562469716,20,0.23668519368207874,7,26,"{'model__max_depth': 20, 'model__min_impurity_decrease': 0.23668519368207874, 'model__min_samples_leaf': 7, 'model__min_samples_split': 26}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.043610429763793944,0.004684485544936085,0.019031238555908204,0.0044102994035199175,13,0.7533781852589416,6,32,"{'model__max_depth': 13, 'model__min_impurity_decrease': 0.7533781852589416, 'model__min_samples_leaf': 6, 'model__min_samples_split': 32}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04473686218261719,0.0028286215507238735,0.01631507873535156,0.0012203365442328242,19,0.7771469159274368,54,40,"{'model__max_depth': 19, 'model__min_impurity_decrease': 0.7771469159274368, 'model__min_samples_leaf': 54, 'model__min_samples_split': 40}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.05261759757995606,0.009778275851379912,0.014713859558105469,0.0033827656193196904,27,0.24872415443028795,19,40,"{'model__max_depth': 27, 'model__min_impurity_decrease': 0.24872415443028795, 'model__min_samples_leaf': 19, 'model__min_samples_split': 40}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.05395512580871582,0.0077937573173894065,0.015141963958740234,0.0019985208963703674,30,0.49262510429085915,13,51,"{'model__max_depth': 30, 'model__min_impurity_decrease': 0.49262510429085915, 'model__min_samples_leaf': 13, 'model__min_samples_split': 51}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04954648017883301,0.0046859080979552315,0.01323390007019043,0.0014291555972589165,28,0.5714730252050106,20,29,"{'model__max_depth': 28, 'model__min_impurity_decrease': 0.5714730252050106, 'model__min_samples_leaf': 20, 'model__min_samples_split': 29}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04226279258728027,0.004862491412592949,0.017037248611450194,0.003391497912342267,8,0.11752624677710488,41,40,"{'model__max_depth': 8, 'model__min_impurity_decrease': 0.11752624677710488, 'model__min_samples_leaf': 41, 'model__min_samples_split': 40}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.052744150161743164,0.010507888857891048,0.012599754333496093,0.0009391962342359611,1,0.681039427096909,28,58,"{'model__max_depth': 1, 'model__min_impurity_decrease': 0.681039427096909, 'model__min_samples_leaf': 28, 'model__min_samples_split': 58}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.051784706115722653,0.008093991664332818,0.01622180938720703,0.002317153411979524,28,0.28571208628186073,56,34,"{'model__max_depth': 28, 'model__min_impurity_decrease': 0.28571208628186073, 'model__min_samples_leaf': 56, 'model__min_samples_split': 34}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04708466529846191,0.008601629057392077,0.01641244888305664,0.0036572642343165557,6,0.436335831606556,58,45,"{'model__max_depth': 6, 'model__min_impurity_decrease': 0.436335831606556, 'model__min_samples_leaf': 58, 'model__min_samples_split': 45}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.041505956649780275,0.005622697868028344,0.011108303070068359,0.003090951646555287,13,0.969878826707639,47,22,"{'model__max_depth': 13, 'model__min_impurity_decrease': 0.969878826707639, 'model__min_samples_leaf': 47, 'model__min_samples_split': 22}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.0421417236328125,0.002041302428673995,0.01635770797729492,0.0030928572534751134,16,0.5277011090862999,11,38,"{'model__max_depth': 16, 'model__min_impurity_decrease': 0.5277011090862999, 'model__min_samples_leaf': 11, 'model__min_samples_split': 38}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04670267105102539,0.0068941371858281305,0.015988826751708984,0.004483497722684335,4,0.5538542844013208,20,58,"{'model__max_depth': 4, 'model__min_impurity_decrease': 0.5538542844013208, 'model__min_samples_leaf': 20, 'model__min_samples_split': 58}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04294772148132324,0.0032246518296461845,0.014735937118530273,0.0015798078640147026,18,0.16621543190925292,49,15,"{'model__max_depth': 18, 'model__min_impurity_decrease': 0.16621543190925292, 'model__min_samples_leaf': 49, 'model__min_samples_split': 15}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04378342628479004,0.0024867756542070016,0.01606292724609375,0.0033155052855616636,15,0.45454106476777323,53,55,"{'model__max_depth': 15, 'model__min_impurity_decrease': 0.45454106476777323, 'model__min_samples_leaf': 53, 'model__min_samples_split': 55}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04428424835205078,0.004726982780977221,0.015063762664794922,0.002497839171115754,22,0.3842018313792199,23,58,"{'model__max_depth': 22, 'model__min_impurity_decrease': 0.3842018313792199, 'model__min_samples_leaf': 23, 'model__min_samples_split': 58}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.046154451370239255,0.006869635817814234,0.013031005859375,0.001803084145167571,11,0.2809631895922303,32,17,"{'model__max_depth': 11, 'model__min_impurity_decrease': 0.2809631895922303, 'model__min_samples_leaf': 32, 'model__min_samples_split': 17}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.0414884090423584,0.002259384152959632,0.015757656097412108,0.0037020335329336243,8,0.39452179860812986,24,29,"{'model__max_depth': 8, 'model__min_impurity_decrease': 0.39452179860812986, 'model__min_samples_leaf': 24, 'model__min_samples_split': 29}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.040818309783935545,0.004455369361082728,0.014629364013671875,0.0027784896135364364,21,0.2773811829811327,28,37,"{'model__max_depth': 21, 'model__min_impurity_decrease': 0.2773811829811327, 'model__min_samples_leaf': 28, 'model__min_samples_split': 37}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04373483657836914,0.006533026383366562,0.01425466537475586,0.0032886011443853625,26,0.3882683839898722,60,51,"{'model__max_depth': 26, 'model__min_impurity_decrease': 0.3882683839898722, 'model__min_samples_leaf': 60, 'model__min_samples_split': 51}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.0426668643951416,0.0022638006792292304,0.012834453582763672,0.004038817841997606,28,0.07773463696498484,41,37,"{'model__max_depth': 28, 'model__min_impurity_decrease': 0.07773463696498484, 'model__min_samples_leaf': 41, 'model__min_samples_split': 37}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.043771791458129886,0.004002975282015295,0.012249279022216796,0.004750434362784673,27,0.6981617140197451,17,10,"{'model__max_depth': 27, 'model__min_impurity_decrease': 0.6981617140197451, 'model__min_samples_leaf': 17, 'model__min_samples_split': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04858632087707519,0.006930095027910277,0.014617395401000977,0.002201543781709997,1,0.41120672087218624,13,29,"{'model__max_depth': 1, 'model__min_impurity_decrease': 0.41120672087218624, 'model__min_samples_leaf': 13, 'model__min_samples_split': 29}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.054117345809936525,0.006755523368464812,0.01284170150756836,0.0023840236942500944,16,0.1626169393448913,46,36,"{'model__max_depth': 16, 'model__min_impurity_decrease': 0.1626169393448913, 'model__min_samples_leaf': 46, 'model__min_samples_split': 36}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.043950223922729494,0.001953329208574516,0.014392280578613281,0.0025893260372621706,29,0.9405318271353834,51,6,"{'model__max_depth': 29, 'model__min_impurity_decrease': 0.9405318271353834, 'model__min_samples_leaf': 51, 'model__min_samples_split': 6}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04196386337280274,0.001941100691495532,0.016238641738891602,0.0018599050097879133,15,0.9191765518355596,10,57,"{'model__max_depth': 15, 'model__min_impurity_decrease': 0.9191765518355596, 'model__min_samples_leaf': 10, 'model__min_samples_split': 57}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04724307060241699,0.010087147375771079,0.017578649520874023,0.002639750104340217,30,0.8660638895004084,45,6,"{'model__max_depth': 30, 'model__min_impurity_decrease': 0.8660638895004084, 'model__min_samples_leaf': 45, 'model__min_samples_split': 6}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.047391414642333984,0.007283032509584565,0.013802862167358399,0.0009587750593992587,23,0.41125511658536906,54,2,"{'model__max_depth': 23, 'model__min_impurity_decrease': 0.41125511658536906, 'model__min_samples_leaf': 54, 'model__min_samples_split': 2}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.05684528350830078,0.011118720403074645,0.01719660758972168,0.004716831562164927,18,0.9872761293149445,49,12,"{'model__max_depth': 18, 'model__min_impurity_decrease': 0.9872761293149445, 'model__min_samples_leaf': 49, 'model__min_samples_split': 12}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04936628341674805,0.0033194359549719686,0.014330482482910157,0.0013425808058545252,21,0.7495782999760721,25,23,"{'model__max_depth': 21, 'model__min_impurity_decrease': 0.7495782999760721, 'model__min_samples_leaf': 25, 'model__min_samples_split': 23}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.048405122756958005,0.0069991992983433355,0.01197361946105957,0.0043510880898402545,27,0.8421189231357087,13,34,"{'model__max_depth': 27, 'model__min_impurity_decrease': 0.8421189231357087, 'model__min_samples_leaf': 13, 'model__min_samples_split': 34}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04827280044555664,0.01234058524885267,0.017072534561157225,0.0069922947560212894,2,0.03682186763599138,1,22,"{'model__max_depth': 2, 'model__min_impurity_decrease': 0.03682186763599138, 'model__min_samples_leaf': 1, 'model__min_samples_split': 22}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
0,0.04610147476196289,0.0030835968868073694,0.009752416610717773,0.0027201111413359988,16,0.07535906035246231,28,18,"{'model__max_depth': 16, 'model__min_impurity_decrease': 0.07535906035246231, 'model__min_samples_leaf': 28, 'model__min_samples_split': 18}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,7
1,0.032886838912963866,0.0003460896314072237,0.014364099502563477,0.0014201646342172647,7,0.7965429868602328,15,44,"{'model__max_depth': 7, 'model__min_impurity_decrease': 0.7965429868602328, 'model__min_samples_leaf': 15, 'model__min_samples_split': 44}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.034722185134887694,0.0022768458395500623,0.010068798065185547,0.0017542530159746557,8,0.5986584841970366,39,59,"{'model__max_depth': 8, 'model__min_impurity_decrease': 0.5986584841970366, 'model__min_samples_leaf': 39, 'model__min_samples_split': 59}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03321075439453125,0.003907768636621,0.010918521881103515,0.0029493403844801772,19,0.09997491581800289,11,25,"{'model__max_depth': 19, 'model__min_impurity_decrease': 0.09997491581800289, 'model__min_samples_leaf': 11, 'model__min_samples_split': 25}",0.7884634905940011,0.8001006988009534,0.7866322341734374,0.7807892674568273,0.8029227014889617,0.7917816785028362,0.00838676028514226,17
1,0.029942893981933595,0.0035551949028737174,0.009851694107055664,0.003878244448104525,21,0.6011150117432088,24,4,"{'model__max_depth': 21, 'model__min_impurity_decrease': 0.6011150117432088, 'model__min_samples_leaf': 24, 'model__min_samples_split': 4}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03738327026367187,0.0036230313755250348,0.013214921951293946,0.0021598125063611385,22,0.056411579027100256,24,45,"{'model__max_depth': 22, 'model__min_impurity_decrease': 0.056411579027100256, 'model__min_samples_leaf': 24, 'model__min_samples_split': 45}",0.8382748833639896,0.848336642588284,0.8429667166100236,0.8357168089849316,0.8474981626529261,0.842558642840031,0.004962095263573842,7
1,0.03650212287902832,0.0017789724108695426,0.01161961555480957,0.0020263820313809805,30,0.21233911067827616,60,22,"{'model__max_depth': 30, 'model__min_impurity_decrease': 0.21233911067827616, 'model__min_samples_leaf': 60, 'model__min_samples_split': 22}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03322305679321289,0.004599643211782233,0.008276748657226562,0.0016745087123933191,1,0.3042422429595377,22,45,"{'model__max_depth': 1, 'model__min_impurity_decrease': 0.3042422429595377, 'model__min_samples_leaf': 22, 'model__min_samples_split': 45}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.027210426330566407,0.004728157939819611,0.011637496948242187,0.004177720013647698,25,0.2912291401980419,59,43,"{'model__max_depth': 25, 'model__min_impurity_decrease': 0.2912291401980419, 'model__min_samples_leaf': 59, 'model__min_samples_split': 43}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03522548675537109,0.007922859641977845,0.011093759536743164,0.0023579925210833173,28,0.9737555188414592,15,48,"{'model__max_depth': 28, 'model__min_impurity_decrease': 0.9737555188414592, 'model__min_samples_leaf': 15, 'model__min_samples_split': 48}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.040903997421264646,0.008417769002199317,0.015068578720092773,0.0037473683260885677,30,0.19967378215835974,55,53,"{'model__max_depth': 30, 'model__min_impurity_decrease': 0.19967378215835974, 'model__min_samples_leaf': 55, 'model__min_samples_split': 53}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04438648223876953,0.008722373028433199,0.013123178482055664,0.00343908439724789,25,0.046450412719997725,51,8,"{'model__max_depth': 25, 'model__min_impurity_decrease': 0.046450412719997725, 'model__min_samples_leaf': 51, 'model__min_samples_split': 8}",0.8382748833639896,0.848336642588284,0.8429667166100236,0.8357168089849316,0.8474981626529261,0.842558642840031,0.004962095263573842,7
1,0.04082555770874023,0.0053357376472422694,0.0160369873046875,0.002245688888846905,21,0.450499251969543,18,5,"{'model__max_depth': 21, 'model__min_impurity_decrease': 0.450499251969543, 'model__min_samples_leaf': 18, 'model__min_samples_split': 5}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03991355895996094,0.003915133544876534,0.01167311668395996,0.0013890585664877468,25,0.9656320330745594,50,59,"{'model__max_depth': 25, 'model__min_impurity_decrease': 0.9656320330745594, 'model__min_samples_leaf': 50, 'model__min_samples_split': 59}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.051445531845092776,0.00935474306935975,0.01184077262878418,0.0035483994275666347,9,0.015966252220214194,2,21,"{'model__max_depth': 9, 'model__min_impurity_decrease': 0.015966252220214194, 'model__min_samples_leaf': 2, 'model__min_samples_split': 21}",0.8952651261374295,0.9057715030514173,0.9075865177298916,0.8957462877468236,0.9076859984001884,0.9024110866131501,0.005681311033430506,3
1,0.04087643623352051,0.0072256558163266895,0.0107879638671875,0.0029789333297642363,28,0.4401524937396013,7,45,"{'model__max_depth': 28, 'model__min_impurity_decrease': 0.4401524937396013, 'model__min_samples_leaf': 7, 'model__min_samples_split': 45}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.039955759048461915,0.005251419434014138,0.013099241256713866,0.006239521577047682,29,0.8331949117361643,35,15,"{'model__max_depth': 29, 'model__min_impurity_decrease': 0.8331949117361643, 'model__min_samples_leaf': 35, 'model__min_samples_split': 15}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03488607406616211,0.005881010126093359,0.012146186828613282,0.0030078719118366583,17,0.2587799816000169,40,5,"{'model__max_depth': 17, 'model__min_impurity_decrease': 0.2587799816000169, 'model__min_samples_leaf': 40, 'model__min_samples_split': 5}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04154725074768066,0.008188573096953452,0.015041255950927734,0.0016257156211664224,2,0.4251558744912447,54,43,"{'model__max_depth': 2, 'model__min_impurity_decrease': 0.4251558744912447, 'model__min_samples_leaf': 54, 'model__min_samples_split': 43}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.041060686111450195,0.001224478289450305,0.012253236770629884,0.003319125875447446,4,0.18485445552552704,18,27,"{'model__max_depth': 4, 'model__min_impurity_decrease': 0.18485445552552704, 'model__min_samples_leaf': 18, 'model__min_samples_split': 27}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.043049287796020505,0.006472768057401831,0.01407322883605957,0.0037622462860076784,12,0.9394989415641891,36,15,"{'model__max_depth': 12, 'model__min_impurity_decrease': 0.9394989415641891, 'model__min_samples_leaf': 36, 'model__min_samples_split': 15}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04465088844299316,0.0066380578763702396,0.013731956481933594,0.00429165546723371,16,0.3265407688058354,14,24,"{'model__max_depth': 16, 'model__min_impurity_decrease': 0.3265407688058354, 'model__min_samples_leaf': 14, 'model__min_samples_split': 24}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.047258615493774414,0.0024391369918415396,0.014400053024291991,0.0026429942849850964,28,0.045227288910538066,40,22,"{'model__max_depth': 28, 'model__min_impurity_decrease': 0.045227288910538066, 'model__min_samples_leaf': 40, 'model__min_samples_split': 22}",0.8382748833639896,0.848336642588284,0.8429667166100236,0.8357168089849316,0.8474981626529261,0.842558642840031,0.004962095263573842,7
1,0.0530731201171875,0.014152086684709266,0.012160015106201173,0.002128683597279335,16,0.7473201101373809,47,54,"{'model__max_depth': 16, 'model__min_impurity_decrease': 0.7473201101373809, 'model__min_samples_leaf': 47, 'model__min_samples_split': 54}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04111795425415039,0.006963005438009827,0.014869928359985352,0.0031796271268219388,24,0.3567533266935893,60,46,"{'model__max_depth': 24, 'model__min_impurity_decrease': 0.3567533266935893, 'model__min_samples_leaf': 60, 'model__min_samples_split': 46}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.039487171173095706,0.00426255144339336,0.015523529052734375,0.0020699402594271843,9,0.2962735057040824,45,2,"{'model__max_depth': 9, 'model__min_impurity_decrease': 0.2962735057040824, 'model__min_samples_leaf': 45, 'model__min_samples_split': 2}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04735302925109863,0.005280489484086174,0.014215850830078125,0.0032373148781476148,25,0.9868869366005173,24,2,"{'model__max_depth': 25, 'model__min_impurity_decrease': 0.9868869366005173, 'model__min_samples_leaf': 24, 'model__min_samples_split': 2}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.045285272598266604,0.0032611478968175528,0.012349224090576172,0.00342327560229021,12,0.2934881747180381,11,52,"{'model__max_depth': 12, 'model__min_impurity_decrease': 0.2934881747180381, 'model__min_samples_leaf': 11, 'model__min_samples_split': 52}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04320230484008789,0.002788504043008776,0.013283729553222656,0.004015133037744707,17,0.71134195274865,35,34,"{'model__max_depth': 17, 'model__min_impurity_decrease': 0.71134195274865, 'model__min_samples_leaf': 35, 'model__min_samples_split': 34}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.05573749542236328,0.0056178877582815055,0.009622526168823243,0.0026723287882330356,27,0.07404465173409036,39,59,"{'model__max_depth': 27, 'model__min_impurity_decrease': 0.07404465173409036, 'model__min_samples_leaf': 39, 'model__min_samples_split': 59}",0.7884634905940011,0.8001006988009534,0.7866322341734374,0.7807892674568273,0.8029227014889617,0.7917816785028362,0.00838676028514226,17
1,0.04544143676757813,0.0033620126810612857,0.011021089553833009,0.003076771603059694,9,0.9149596755437808,9,9,"{'model__max_depth': 9, 'model__min_impurity_decrease': 0.9149596755437808, 'model__min_samples_leaf': 9, 'model__min_samples_split': 9}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.037669944763183597,0.004848734821204994,0.01521472930908203,0.002803112975960566,12,0.3308980248526492,48,56,"{'model__max_depth': 12, 'model__min_impurity_decrease': 0.3308980248526492, 'model__min_samples_leaf': 48, 'model__min_samples_split': 56}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.039594268798828124,0.0031540486540136544,0.012867307662963868,0.005880428188715898,23,0.6688412526636073,37,36,"{'model__max_depth': 23, 'model__min_impurity_decrease': 0.6688412526636073, 'model__min_samples_leaf': 37, 'model__min_samples_split': 36}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.046968603134155275,0.0045125552138731645,0.01602449417114258,0.003681084773629611,12,0.6375574713552131,27,36,"{'model__max_depth': 12, 'model__min_impurity_decrease': 0.6375574713552131, 'model__min_samples_leaf': 27, 'model__min_samples_split': 36}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04236073493957519,0.003787585417802037,0.011693143844604492,0.0030478339994817476,1,0.38292687475378984,47,15,"{'model__max_depth': 1, 'model__min_impurity_decrease': 0.38292687475378984, 'model__min_samples_leaf': 47, 'model__min_samples_split': 15}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03983836174011231,0.002481860858641853,0.012645864486694336,0.002471821318888034,3,0.7607850486168974,26,56,"{'model__max_depth': 3, 'model__min_impurity_decrease': 0.7607850486168974, 'model__min_samples_leaf': 26, 'model__min_samples_split': 56}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.036464595794677736,0.0015759788847528487,0.013633346557617188,0.00166348939448933,14,0.49379559636439074,9,16,"{'model__max_depth': 14, 'model__min_impurity_decrease': 0.49379559636439074, 'model__min_samples_leaf': 9, 'model__min_samples_split': 16}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04367384910583496,0.003468873191114351,0.0120086669921875,0.00124262102903512,15,0.11089082081183133,60,14,"{'model__max_depth': 15, 'model__min_impurity_decrease': 0.11089082081183133, 'model__min_samples_leaf': 60, 'model__min_samples_split': 14}",0.7884634905940011,0.8001006988009534,0.7866322341734374,0.7807892674568273,0.8029227014889617,0.7917816785028362,0.00838676028514226,17
1,0.045261287689208986,0.003536031836347672,0.013621091842651367,0.0035371170362661617,19,0.03142918568673425,39,50,"{'model__max_depth': 19, 'model__min_impurity_decrease': 0.03142918568673425, 'model__min_samples_leaf': 39, 'model__min_samples_split': 50}",0.8382748833639896,0.848336642588284,0.8429667166100236,0.8357168089849316,0.8474981626529261,0.842558642840031,0.004962095263573842,7
1,0.03757791519165039,0.0018239767794822103,0.014396142959594727,0.0009175077813709643,20,0.5632755719763837,4,31,"{'model__max_depth': 20, 'model__min_impurity_decrease': 0.5632755719763837, 'model__min_samples_leaf': 4, 'model__min_samples_split': 31}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03659515380859375,0.0020350586178241093,0.013510704040527344,0.002081122178505602,5,0.24929222914887494,45,16,"{'model__max_depth': 5, 'model__min_impurity_decrease': 0.24929222914887494, 'model__min_samples_leaf': 45, 'model__min_samples_split': 16}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.035986709594726565,0.002896617336637338,0.01165323257446289,0.003185106777132065,11,0.2030612247347694,13,33,"{'model__max_depth': 11, 'model__min_impurity_decrease': 0.2030612247347694, 'model__min_samples_leaf': 13, 'model__min_samples_split': 33}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03584423065185547,0.0013990295899916144,0.01310272216796875,0.0028492819094828935,7,0.289751452913768,22,29,"{'model__max_depth': 7, 'model__min_impurity_decrease': 0.289751452913768, 'model__min_samples_leaf': 22, 'model__min_samples_split': 29}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03660149574279785,0.0026701619186567872,0.015617132186889648,0.004956042881710662,2,0.6243540481337932,57,54,"{'model__max_depth': 2, 'model__min_impurity_decrease': 0.6243540481337932, 'model__min_samples_leaf': 57, 'model__min_samples_split': 54}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04175691604614258,0.006613378079417407,0.01695389747619629,0.0028370504966299653,6,0.45653457048291024,44,45,"{'model__max_depth': 6, 'model__min_impurity_decrease': 0.45653457048291024, 'model__min_samples_leaf': 44, 'model__min_samples_split': 45}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03984508514404297,0.004298556341173892,0.0154876708984375,0.0035243315005923743,20,0.8925589984899778,11,59,"{'model__max_depth': 20, 'model__min_impurity_decrease': 0.8925589984899778, 'model__min_samples_leaf': 11, 'model__min_samples_split': 59}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03968491554260254,0.003986614408455869,0.014021778106689453,0.0035332979409861374,23,0.8960912999234932,39,34,"{'model__max_depth': 23, 'model__min_impurity_decrease': 0.8960912999234932, 'model__min_samples_leaf': 39, 'model__min_samples_split': 34}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04030332565307617,0.003756112286015951,0.013020896911621093,0.0017077592307054145,1,0.22793516254194168,57,53,"{'model__max_depth': 1, 'model__min_impurity_decrease': 0.22793516254194168, 'model__min_samples_leaf': 57, 'model__min_samples_split': 53}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.04322185516357422,0.009843805083630983,0.01289057731628418,0.0038468412128596615,13,0.8607305832563434,39,7,"{'model__max_depth': 13, 'model__min_impurity_decrease': 0.8607305832563434, 'model__min_samples_leaf': 39, 'model__min_samples_split': 7}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03934378623962402,0.009886277307154629,0.013759708404541016,0.0026564910478044097,8,0.534089419375442,37,34,"{'model__max_depth': 8, 'model__min_impurity_decrease': 0.534089419375442, 'model__min_samples_leaf': 37, 'model__min_samples_split': 34}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
1,0.03992857933044434,0.004372022674819933,0.013726186752319337,0.009062062903195696,19,0.2694123337985215,24,16,"{'model__max_depth': 19, 'model__min_impurity_decrease': 0.2694123337985215, 'model__min_samples_leaf': 24, 'model__min_samples_split': 16}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,37
