dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__eta,param_model__max_depth,param_model__min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.48475041389465334,0.021154967032180116,0.02768559455871582,0.005574242910404674,3.963066389815045,0.10674596881842251,12,7,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 7}",0.9392223480558701,0.9175789606140682,0.9046471334127053,0.8916669086544511,0.9182952444560599,0.9142821190386311,0.015832056418257204,67
0,0.5450448989868164,0.01569323814576164,0.025539541244506837,0.0011356942382924151,3.963066389815045,0.10674596881842251,12,4,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 4}",0.9409356215698232,0.9250225048639545,0.9054021353002101,0.8963905102070447,0.9186727453998123,0.9172847034681689,0.015485017895986932,27
0,0.49547405242919923,0.01122223876830596,0.029589319229125978,0.005003386645393911,3.963066389815045,0.10674596881842251,12,8,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 8}",0.9395320924199747,0.9169594718858592,0.9050149548450793,0.8903504951070069,0.9197278121400432,0.9143169652795926,0.016327778981075642,52
0,0.5423253536224365,0.026378004672174958,0.027820444107055663,0.0046894913461613405,3.963066389815045,0.10674596881842251,12,5,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 5}",0.9399579909206184,0.9270939202989033,0.9022562941022738,0.8930607582929214,0.9209183920395697,0.9166574711308574,0.01693627997681407,36
0,0.5101029872894287,0.020262225118647673,0.025565195083618163,0.0012810370643097794,3.963066389815045,0.10674596881842251,12,7,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 7}",0.9392223480558701,0.9175789606140682,0.9046471334127053,0.8916669086544511,0.9182952444560599,0.9142821190386311,0.015832056418257204,67
0,0.4627549648284912,0.010973632414495971,0.025284624099731444,0.002632860713358581,3.963066389815045,0.10674596881842251,12,10,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 10}",0.9391642709876006,0.9188276175818644,0.9007269313045078,0.8890147225368064,0.9152268393491496,0.9125920763519858,0.017021038500382894,90
0,0.6072690963745118,0.022983092649922505,0.028846597671508788,0.007197489930647902,3.963066389815045,0.10674596881842251,12,3,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 3}",0.9400741450571575,0.9270164842078773,0.9014819331920125,0.8975036540155453,0.9227478196900621,0.917764807232531,0.016023587681183837,18
0,0.5187138080596924,0.03686412434223437,0.028515958786010744,0.008379585785005457,3.963066389815045,0.10674596881842251,12,7,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 7}",0.9392223480558701,0.9175789606140682,0.9046471334127053,0.8916669086544511,0.9182952444560599,0.9142821190386311,0.015832056418257204,67
0,0.502190637588501,0.02468907769175184,0.02814774513244629,0.003983051544142821,3.963066389815045,0.10674596881842251,12,8,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 8}",0.9395320924199747,0.9169594718858592,0.9050149548450793,0.8903504951070069,0.9197278121400432,0.9143169652795926,0.016327778981075642,52
0,0.5589972496032715,0.03335689673674406,0.026204681396484374,0.0006454994576680584,3.963066389815045,0.10674596881842251,12,5,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 5}",0.9399579909206184,0.9270939202989033,0.9022562941022738,0.8930607582929214,0.9209183920395697,0.9166574711308574,0.01693627997681407,36
0,0.5666176319122315,0.028208736460511457,0.02553071975708008,0.0016763035600110296,3.963066389815045,0.10674596881842251,12,4,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 4}",0.9409356215698232,0.9250225048639545,0.9054021353002101,0.8963905102070447,0.9186727453998123,0.9172847034681689,0.015485017895986932,27
0,0.5024535179138183,0.01902056558757972,0.027912187576293945,0.006046408914675373,3.963066389815045,0.10674596881842251,12,8,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 8}",0.9395320924199747,0.9169594718858592,0.9050149548450793,0.8903504951070069,0.9197278121400432,0.9143169652795926,0.016327778981075642,52
0,0.5071003437042236,0.016494539007216386,0.02991652488708496,0.0037759911901176658,3.963066389815045,0.10674596881842251,12,8,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 8}",0.9395320924199747,0.9169594718858592,0.9050149548450793,0.8903504951070069,0.9197278121400432,0.9143169652795926,0.016327778981075642,52
0,0.600322961807251,0.011344364100992788,0.032644224166870114,0.011561888197873123,3.963066389815045,0.10674596881842251,12,3,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 3}",0.9400741450571575,0.9270164842078773,0.9014819331920125,0.8975036540155453,0.9227478196900621,0.917764807232531,0.016023587681183837,18
